id,data_reclamacao,canal,texto_reclamacao,produto,status,categoria_oculta_gabarito
REC-2026-00245,2026-06-17,SAC,"Exijo a imediata cessação da cobrança indevida referente ao empréstimo em questão. A manutenção desta quantia é ilegítima e constitui uma falha grave na prestação de serviço. Caso não haja a pronta regularização, serão adotadas todas as medidas legais e administrativas cabíveis para a defesa dos interesses do meu cliente e a reparação dos prejuízos incorridos.",Empréstimo,Em análise,Cobrança Indevida
REC-2026-00246,2026-06-15,Ouvidoria,"À Ouvidoria, é realmente impressionante a maestria com que sua instituição consegue gerenciar um cartão de crédito sem, aparentemente, compreender o conceito de ""cobrança indevida"" ou ""atendimento ao cliente"". Fico grato pela oportunidade de perder meu tempo novamente para explicar o óbvio, algo que um simples extrato deveria resolver. A persistência em ignorar as reclamações anteriores sobre a fatura do meu cartão só demonstra um nível de eficiência digno de nota, ou talvez, de uma atenção jurídica mais aprofundada.",Cartão de Crédito,Aberta,Produto/Serviço
REC-2026-00247,2026-06-18,Banco Central,"Meu Deus do céu, Banco Central, pelo amor de tudo que é mais sagrado, me ajuda! Não sei nem se estou escrevendo no lugar certo, minha neta falou que era pra vir aqui, que o senhor cuida dos bancos e podia me ajudar com essa encrenca. Eu sou um senhor de idade, meu nome é Benedito, e estou com uma confusão danada que não consigo resolver com esse pessoal do banco.

É que o banco, esse que eu tenho conta há tantos anos, tá me cobrando um dinheiro que eu juro de pé junto que já paguei! É de um empréstimo, sabe? Um tal de consignado que eu fiz pra ajudar com uns remédios da minha esposa, coitada, que anda meio fraca do coração. Mas eu sempre fui certinho, sempre paguei minhas contas em dia, nunca atrasei nada na vida, nem uma conta de luz. E agora aparece essa cobrança de novo, do nada!

Foi assim, eu precisava de um dinheiro, aí o gerente me ligou, ou foi a moça do banco, não lembro bem, mas me ofereceram um empréstimo. Falaram que era fácil, que descontava direto da minha aposentadoria, e eu achei bom, pra não ter que ficar lembrando de pagar boleto, que eu já esqueço as coisas de vez em quando. Era um valor pequeno, pra três anos, e já deve ter uns dois anos que eu tô pagando. Achei que tava tudo correndo bem, todo mês vinha o descontinho, certinho lá no papel da aposentadoria.

Aí, esses dias, veio no papel da minha aposentadoria um valor diferente, um troço que eu não entendi. Fui olhar na ""maquininha"" do banco, o caixa eletrônico, e lá também tava mostrando umas coisas estranhas, uns números que não batiam com o que eu achava que devia. Não entendi nada, fiquei com a cabeça girando. Fui lá no banco, na agência que sempre fui, e a moça disse que tinha uma parcela atrasada. Atrasada? Mas como? Se descontava direto da minha aposentadoria! Eu perguntei, ""Mas como atrasa se o dinheiro já sai antes de eu ver?"".

E aí ela falou de uma tal de ""renegociação"" ou ""portabilidade"", umas palavras difíceis que eu não entendo. Eu nunca pedi nada disso! Eu só queria pagar o que devia e pronto. Ela mostrou umas telas no computador, mas eu não enxergo direito, meus óculos não ajudam muito com essas letrinhas miúdas, e ela falava rápido demais. Saí de lá mais confuso do que entrei, com a cabeça doendo.

Tentei ligar no tal do SAC, minha neta me ensinou. Fiquei horas no telefone, ouvindo musiquinha, e quando alguém atendia, pedia pra digitar o número do CPF, depois a data de nascimento, e eu sempre errava alguma coisa, ou a voz da máquina não entendia o que eu falava. Aí a ligação caía ou a moça que atendia falava que não podia ajudar, que era em outro setor, e me transferia pra outra musiquinha. Não aguento mais essas máquinas que falam com a gente. Eu queria falar com uma pessoa de verdade, que me explicasse devagar e tivesse paciência.

Me falaram pra olhar no ""aplicativo"" do celular, mas eu só sei atender e desligar. A minha neta até tentou me ajudar, mas ela também não entendeu o que o banco tá fazendo. Parece que eles pegaram meu empréstimo e fizeram outro, um novo, e agora eu tô devendo duas vezes a mesma coisa, ou então um juro que não acaba mais, que come meu dinheiro sem parar.

Eu tô sem dormir direito, Banco Central. É o meu dinheiro da aposentadoria, é o que eu tenho pra viver, pra comprar meus remédios, pra ajudar meus filhos e netos que eu tanto amo. Não posso ficar com essa dívida que eu não fiz, que eu não entendo, que ninguém me explica direito. Tenho medo de perder tudo, de não ter como pagar as contas básicas. Eu sempre fui honesto, paguei tudo certinho a vida inteira. Não é justo o que estão fazendo comigo, um pobre velho que só queria um pouco de paz.

Por favor, por favor mesmo, o senhor que entende dessas coisas de banco, vê o que aconteceu. Pede pra eles arrumarem essa cobrança. Eu só quero que fique tudo certo, que eu pague o que devo e mais nada. Não sei mais o que fazer, estou desesperado, não sei a quem mais recorrer. Confio no senhor pra me ajudar com essa encrenca.

Muito obrigado pela atenção, e desculpe o desabafo, mas a situação tá me deixando de cabelo em pé.

Um velho que precisa de ajuda,
Benedito.",Empréstimo,Resolvida,Cobrança Indevida
REC-2026-00248,2026-07-04,Ouvidoria,"Meu Deus, tô desesperado! Preciso resolver meu empréstimo e esse atendimento de vocês só me enrola, me ajudem, por favor!",Empréstimo,Aberta,Atendimento
REC-2026-00249,2026-07-27,Banco Central,"Banco Central, por favor, alguém precisa me ajudar com o banco, sério! Eu não sei mais o que fazer, tô desesperado aqui e não aguento mais essa situação com meu cartão de crédito. É um absurdo o que tão fazendo comigo, juro!

É o seguinte: eu tenho um cartão de crédito com eles há um tempo já, e sempre, mas SEMPRE, paguei minhas faturas em dia. Tipo, nunca atrasei um dia sequer, meu histórico com eles é perfeito. Uso o cartão pra tudo, pra pagar minhas contas de casa, as compras do mês, coisas importantes. E de repente, do nada, sem mais nem menos, meu cartão foi BLOQUEADO. Assim, de uma hora pra outra, sem aviso nenhum, sem uma mensagem, sem um e-mail, sem nada!

Eu fui tentar passar o cartão pra uma compra super essencial, uma coisa que eu tinha que pagar, e deu ""negado"". Fiquei super constrangido na hora, sabe? Achei que era algum erro do sistema, sei lá. Mas não, deu negado de novo. Aí comecei a tentar resolver, né?

Liguei pro banco na mesma hora. Fiquei mais de uma hora no telefone, pulando de um atendente pro outro. O primeiro não sabia, o segundo falou uma coisa nada a ver, o terceiro me deixou esperando e a ligação caiu. Tive que ligar de novo! E assim vai, foram horas da minha vida perdidas só pra tentar entender o que tava acontecendo. Cada um que me atende fala uma coisa diferente. Um diz que foi por segurança, outro que é análise de crédito, outro que ""não consta nada no sistema"". COMO ASSIM NÃO CONSTA NADA? Meu cartão tá bloqueado, eu não consigo usar ele pra NADA!

Eu já tentei pelo aplicativo, já mandei mensagem, já liguei umas cinco vezes em dias diferentes. Gastei meus créditos do celular e minha paciência que já tava no limite. Ninguém resolve meu problema! Eles ficam enrolando, pedem pra eu esperar, dizem que vão ""abrir um chamado"" e depois nada acontece. Meu cartão continua bloqueado e eu tô sem poder usar pra minhas necessidades básicas.

Como um banco pode fazer isso com um cliente fiel? Sem aviso nenhum? Eu conto com esse cartão pra organizar minhas finanças, pra não ter que andar com dinheiro e pra ter uma segurança. E agora tô aqui, na mão, sem poder fazer minhas compras, sem poder pagar minhas contas importantes. Minha vida virou de cabeça pra baixo por causa dessa irresponsabilidade deles. É muito estresse pra mim, eu não consigo dormir direito pensando nisso.

Eu não sei mais o que fazer, de verdade. Eles não me dão uma resposta clara, não reativam meu cartão, não dão uma solução. É como se eu fosse invisível pra eles, sabe? Por favor, Banco Central, eu preciso que vocês me ajudem. É um direito meu ter um serviço transparente e não ser prejudicado desse jeito. Me ajudem, por favor, eu tô desesperado com essa situação e não posso ficar sem meu cartão sem motivo nem explicação. Conto muito com a ajuda de vocês pra resolver essa bagunça toda!",Cartão de Crédito,Resolvida,Produto/Serviço
REC-2026-00250,2026-04-24,Ouvidoria,"É um absurdo essa cobrança indevida que apareceu na minha conta corrente. Já não basta a gente se virar pra pagar as contas, ainda tenho que lidar com erro de vocês. Exijo que isso seja corrigido imediatamente, não vou pagar por algo que não devo!",Conta Corrente,Aberta,Cobrança Indevida
REC-2026-00251,2026-08-01,Redes Sociais,"Esta comunicação visa expor a conduta inadequada e a falha sistemática no atendimento prestado por esta instituição à Sra. Ana Paula Fernandes, referente à sua solicitação de empréstimo. O que deveria ser um processo simplificado e eficiente transformou-se em uma saga de desencontros, desinformação e desrespeito ao tempo e à paciência da consumidora.

Em 15 de abril de 2024, a Sra. Ana Paula Fernandes iniciou o processo de solicitação de empréstimo, seguindo todas as diretrizes e fornecendo a documentação requerida de forma diligente e completa. Contudo, desde o primeiro contato, a experiência tem sido marcada por uma série de obstáculos criados pela própria estrutura de atendimento da empresa.

No dia 20 de abril, após não receber qualquer atualização sobre o status de sua solicitação, a Sra. Fernandes contatou o serviço de atendimento via chat (protocolo nº 20240420-ABCD123). O Agente Lucas, responsável pelo atendimento, assegurou que o processo estava em análise e que um retorno seria fornecido em até 48 horas. Tal prazo não foi cumprido.

Uma nova tentativa de contato foi realizada em 23 de abril, desta vez por telefone (protocolo nº 20240423-EFGH456). A atendente, que se identificou apenas como ""Maria"", apresentou informações contraditórias às previamente fornecidas e solicitou o reenvio de documentos já anexados à plataforma inicial, alegando problemas sistêmicos não especificados. Esta requisição, além de redundante, gerou um atraso injustificável e uma sobrecarga de trabalho para a consumidora.

A situação agravou-se no dia 27 de abril, quando a Sra. Fernandes, em uma nova ligação (protocolo nº 20240427-IJKL789), foi transferida por três diferentes setores, cada um solicitando a repetição da mesma narrativa e dos mesmos dados, culminando em uma queda de linha sem que a questão fosse minimamente endereçada. Em nenhum momento houve a proatividade de recontato por parte da instituição.

A cada interação subsequente, a Sra. Ana Paula Fernandes foi confrontada com um cenário de desorganização interna palpável: informações desencontradas entre os atendentes, promessas de retorno que nunca se concretizaram, e a ausência de um canal eficiente para a resolução definitiva de sua solicitação. O tempo da consumidora tem sido sistematicamente desconsiderado, e a frustração gerada por esta sucessão de falhas no atendimento é imensurável.

Exige-se, portanto, uma intervenção imediata e eficaz para a conclusão da solicitação de empréstimo da Sra. Ana Paula Fernandes. A presente reclamação não é meramente um desabafo, mas um registro formal da deficiência crônica no serviço de atendimento ao cliente desta instituição. A manutenção de tal padrão de serviço é inaceitável e a omissão na resolução desta pendência será interpretada como descaso com o consumidor, com as devidas implicações que advirão desta postura.",Empréstimo,Resolvida,Atendimento
REC-2026-00252,2026-11-02,SAC,"SAC, minha conta corrent num tá funfando mais, sumiu meu dinhero, me ajuda por favor eu tô desesperado!",Conta Corrente,Resolvida,Produto/Serviço
REC-2026-00253,2026-10-16,SAC,"Dirijo-me a este canal para manifestar minha veemente insatisfação e requerer esclarecimentos imediatos acerca de uma cobrança manifestamente indevida em meu extrato financeiro.

Minha relação com esta instituição, que sempre considerei de natureza prioritária e pautada pela excelência dos serviços, estende-se por um período considerável, caracterizado por um volume de operações e investimentos que justificam um atendimento diferenciado. É precisamente em função deste histórico de mútua confiança e da expectativa de um padrão de serviço superior que a presente situação se torna não apenas inaceitável, mas francamente ultrajante.

Em Março de 2022, formalizei um contrato de empréstimo de considerável montante, referenciado sob o número 12345-X7. As condições, prazos e encargos deste acordo foram exaustivamente detalhados e aceitos por ambas as partes, e desde então tenho honrado pontualmente todas as minhas obrigações, mantendo um histórico de pagamentos irrepreensível junto a esta casa.

Contudo, para minha surpresa e profunda irritação, ao proceder à análise do extrato bancário referente ao mês de Setembro de 2023, constatei a inserção de um débito adicional, sem qualquer justificativa contratual prévia, no valor exato de R$ 587,43. Esta cobrança, categorizada de forma ambígua como ""Ajuste de Encargos"" ou similar, não encontra respaldo no contrato de empréstimo original nem foi objeto de qualquer comunicação ou aditivo subsequente. Representa, portanto, uma anomalia nos registros de minha conta e uma clara violação dos termos acordados.

Minhas tentativas preliminares de resolução, através do serviço de atendimento telefônico, revelaram-se ineficazes e excessivamente morosas. Fui compelido a reiterar os detalhes desta ocorrência a múltiplos atendentes, que demonstraram uma lamentável falta de preparo para lidar com a especificidade de meu perfil e a complexidade da questão. O tempo despendido nestas interações, registradas sob os protocolos 20230915-001 e 20230918-002, é absolutamente desproporcional à simplicidade da correção que se impõe.

Exijo a imediata revisão deste lançamento indevido e a pronta restituição do valor em questão, caso já tenha sido debitado. Não tolerarei que a integridade de minhas finanças seja comprometida por falhas operacionais da instituição, nem que minha agenda seja reiteradamente impactada por problemas que deveriam ser prevenidos por um sistema eficiente. A expectativa é de uma resolução ágil e definitiva, que reestabeleça a conformidade do meu extrato e reitere o compromisso desta instituição com a excelência no atendimento aos seus clientes de maior valor.

Aguardo um posicionamento formal e a comprovação da regularização desta situação em prazo exíguo. A reincidência de tal inconveniente será vista como uma falha grave na gestão de contas preferenciais.",Empréstimo,Aberta,Cobrança Indevida
REC-2026-00254,2026-10-02,Ouvidoria,"Pelo visto, o padrão VIP de atendimento da minha conta corrente não chegou até a Ouvidoria. Uma lástima.",Conta Corrente,Aberta,Atendimento
REC-2026-00255,2026-12-15,Ouvidoria,"A conta corrente aqui no aplicativo tá toda diferente. Não consigo achar mais onde vejo meu saldo e os pagamentos, parece que mudaram tudo sem me avisar. Antes era simples e agora só tem botão que não entendo. Quero saber como faço para voltar ao que era ou me ensinem direito, por favor.",Conta Corrente,Resolvida,Outros
REC-2026-00256,2026-01-29,Redes Sociais,"Absurdo! Minha conta corrente tá com um problema e ninguém resolve, tô perdendo tempo e dinheiro com essa palhaçada.",Conta Corrente,Aberta,Outros
REC-2026-00257,2026-10-14,Redes Sociais,"Mano, que palhaçada é essa de cobrança indevida no meu empréstimo? Tô puto da vida aqui com essa porcaria! Vocês tão me cobrando um valor que nada a ver, mó sacanagem! É pra resolver isso AGORA, tô sem paciência pra essa enrolação não.",Empréstimo,Resolvida,Cobrança Indevida
REC-2026-00258,2026-05-11,SAC,"Que raiva! Essa fatura do cartão de crédito veio com uma coisa que eu não comprei, uma cobrança errada que eu não reconheço! Tô vendo aqui nesse tal de ""aplicativo"" que vocês mandam, mas não entendo nada, só sei que o valor está errado! É pra resolver isso AGORA, não tenho tempo pra essas enrolações de internet!",Cartão de Crédito,Resolvida,Cobrança Indevida
REC-2026-00259,2026-06-26,SAC,"Que cobrança indevida é essa que apareceu aqui? Só pode ser piada de vocês com essa tal de 'tecnologia', que eu não entendo nada!",,Resolvida,Cobrança Indevida
REC-2026-00260,2026-05-27,Redes Sociais,"Oxe, sério que cancelaram meu empréstimo? Achei que era pra ajuda, mas tão é sacaneando com a minha cara, hein! Juro que achei que vcs eram sérios, mas parece que é mais um show de comédia dos erro de vcs. Ajuda eu aí, pow, pq agora vou ter que me vira nos 30 por causa de vcs. Nota 10 pra essa eficiência q vcs tem, só q não né!",Empréstimo,Aberta,Cancelamento
REC-2026-00261,2026-07-15,Redes Sociais,"Ô, Banco! Quero cancelar minha conta corrente, pô! Tá demorando demais isso aí, vamo agilizar!",Conta Corrente,Em análise,Cancelamento
REC-2026-00262,2026-12-01,Banco Central,"Ao Banco Central,

Minha paciência, que convenhamos, não é algo que se encontre em qualquer esquina, atingiu o limite. Eu, uma cliente que, desculpem a modéstia, tem um relacionamento com o [Nome do Banco, vou inventar um, tipo ""Banco Elite""] que remonta a eras geológicas, estou aqui para relatar a epopeia ridícula de tentar cancelar um simples cartão de crédito. É como se eu estivesse pedindo para desvendar os segredos do universo, e não para me livrar de um pedaço de plástico que já não me serve.

Imagine a cena: eu, com minha agenda que custa mais por hora do que o salário de alguns gerentes por mês, dedicando meu precioso tempo para ligar para o atendimento do [Banco Elite]. A primeira ligação, claro, foi para aquele labirinto sonoro digno de um filme de terror dos anos 80. ""Digite 1 para isso, 2 para aquilo, 3 se você for um ser humano de verdade e quiser falar com alguém, mas só depois de ouvir a publicidade sobre nossos maravilhosos (e inúteis) produtos."" Depois de uns quinze minutos de tortura auditiva, fui ""agraciada"" com uma atendente que parecia ter acabado de ser acordada de um coma induzido. Expliquei, com a calma que só anos de yoga e jatos particulares podem proporcionar, que desejava cancelar o meu cartão Platinum [ou um nome ainda mais chique, tipo Black Titanium]. A resposta? ""Senhor(a), preciso transferir para o setor responsável."" Ah, claro. Porque a pessoa que atende a minha ligação não é ""responsável"" por nada, apenas um avatar de boas-vindas ao inferno burocrático.

A transferência, meus caros, durou mais que o trajeto de volta para casa no meu helicóptero. E, para minha surpresa (sarcasmo aqui é a tônica, viu?), a ligação caiu. Não uma, mas DUAS vezes. Duas vezes perdi 40 minutos da minha vida que jamais serão repostos. Decidi tentar o chat online. Que ideia *brilhante* a minha! A inteligência artificial, que de inteligência só tem o nome, me fez as mesmas perguntas do menu telefônico. Quando finalmente consegui um ser humano, a criatura do outro lado digitava a uma velocidade que faria uma tartaruga parecer o Usain Bolt. A resposta final, depois de uma hora de digitações lentas e emojis sem propósito? ""Precisamos que o senhor(a) ligue para a central de cancelamento.""

Vocês estão entendendo o nível da palhaçada? Eu só quero me livrar de um cartão que não uso mais. Não estou pedindo um resgate de reféns, nem a fórmula da juventude eterna. É um processo BÁSICO de qualquer instituição financeira que se preze. O [Banco Elite] parece acreditar que, ao dificultar o cancelamento, eles estão, de alguma forma, me ""retendo"" como cliente. Notícia para eles: o efeito é exatamente o oposto. Estou agora com uma raiva zen que daria inveja ao Dalai Lama, mas que me impele a espalhar a notícia da sua incompetência aos quatro ventos.

Gastei tempo, paciência e a minha boa-vontade – recursos que, para mim, são mais valiosos que ouro – tentando resolver algo trivial. Aparentemente, a única maneira de se fazer ouvir é vindo ao órgão regulador. Não é um pedido, é uma constatação. É um reflexo da incapacidade do [Banco Elite] de oferecer um serviço minimamente decente até para seus clientes mais... digamos, exigentes. E sim, estou me referindo a mim. Façam-me o favor de dar um jeito nisso, pois sinceramente, já perdi tempo demais com essa farsa.",Cartão de Crédito,Aberta,Cancelamento
REC-2026-00263,2026-03-07,Ouvidoria,"Caramba, vocês da Ouvidoria precisam urgentemente de um café, ou talvez um curso de como NÃO irritar o cliente. Sério, tô digitando isso aqui no celular, com o dedo latejando de raiva e a bateria quase no fim, o que é um espelho perfeito do meu nível de paciência com o ""atendimento"" de vocês. Eu solicitei um empréstimo, algo que deveria ser simples e direto, mas que virou uma saga digna de novela mexicana, só que com menos drama e mais incompetência.

Desde o primeiro contato, parecia que eu estava numa gincana. Preencho tudo online, recebo um e-mail com ""parabéns, seu cadastro está em análise!"". Ok, pensei, até aqui tudo bem. Acontece que ""análise"" pra vocês significa ""vamos enrolar o máximo que pudermos e torcer pra ele desistir"". Liguei pra saber o status, porque, pasmem, ninguém me retornava. Fiquei uns bons 20 minutos na URA, ouvindo musiquinha horrível e aquelas mensagens gravadas que não ajudam em NADA, só pra ser atendido por uma pessoa que parecia que tinha acabado de acordar ou que não queria estar ali.

O primeiro atendente me pediu *de novo* todos os dados que eu já tinha preenchido online. Oi? Pra que serve o formulário então? Depois de pacientemente (mentira, já estava puto) repetir tudo, ele me disse que ""faltava um documento"" que *nunca* foi solicitado na primeira etapa. Ok, mandei o documento. Esperei. Nada. Liguei de novo. Outro atendente. Ele disse que o documento que o anterior pediu estava errado ou ilegível (não estava, juro!). Pediu outro. Mandei de novo. Aí começou o looping infernal.

Cada ligação é uma surpresa. Um dia, o empréstimo estava ""quase aprovado"", no outro, ""precisamos de mais informações"", e no terceiro, ""o sistema está instável, tente novamente mais tarde"". Juro que parece que a galera aí tem um gerador de desculpas automáticas. Ninguém consegue me dar uma resposta CONCRETA. É sempre um ""vamos verificar"", um ""o sistema está lento"", um ""o responsável pelo seu caso não está disponível"". Por acaso o ""responsável pelo meu caso"" mora em outro país e só trabalha de madrugada?

Eu só queria o meu empréstimo pra resolver umas pendências, nada de outro mundo. Mas o que eu consegui foi uma dor de cabeça que nem imaginei. Horas da minha vida jogadas fora ao telefone, tendo que explicar a MESMA história pra CINCO pessoas diferentes, cada uma com uma versão diferente do meu processo. A impressão que dá é que vocês não conversam entre si, ou pior, que não se importam nem um pouco com a experiência do cliente. É um desrespeito total com o meu tempo e a minha necessidade.

Então, Ouvidoria, espero que vocês sejam o meu último recurso e que realmente sirvam pra alguma coisa, além de serem só mais um canal pra eu desabafar minha frustração. Quero saber o que está acontecendo com meu empréstimo, quero uma resposta definitiva e, acima de tudo, quero que alguém de vocês, de verdade, olhe pra essa situação e resolva. Não aguento mais o jogo de empurra-empurra e as desculpas esfarrapadas. É pedir demais por um atendimento minimamente competente? Pelo visto, pra vocês, é.

Fico no aguardo, mas sem muita esperança, pra ser sincero.",Empréstimo,Aberta,Atendimento
REC-2026-00264,2026-10-06,Redes Sociais,"A presente comunicação tem por finalidade formalizar a exigência de imediata correção e estorno referente a uma cobrança indevida identificada em minha conta corrente. O débito em questão, desprovido de qualquer amparo contratual ou justificativa plausível, representa uma grave falha na prestação de serviços. Demando providências urgentes para a regularização da situação e o ressarcimento integral do valor. A ausência de resolução satisfatória e célere implicará na adoção de outras medidas para a tutela de meus direitos.",Conta Corrente,Resolvida,Cobrança Indevida
REC-2026-00265,2026-06-27,Ouvidoria,"Ouvidoria, meu cartão de crédito tá uma merda, não funciona direito e tô de saco cheio! Resolve isso logo, caramba!",Cartão de Crédito,Em análise,Produto/Serviço
REC-2026-00266,2026-12-05,Redes Sociais,Solicito informações sobre o empréstimo anunciado. O portal digital não funciona como deveria.,Empréstimo,Resolvida,Produto/Serviço
REC-2026-00267,2026-02-04,SAC,Inadmissível! Meu cartão de crédito foi fraudado e eu exijo uma solução IMEDIATA. Vocês deveriam ter vergonha.,Cartão de Crédito,Resolvida,Fraude/Segurança
REC-2026-00268,2026-01-23,Redes Sociais,Exijo uma solução imediata para essa pendência absurda envolvendo o cartão de crédito. Minha paciência se esgotou e as medidas cabíveis serão tomadas sem qualquer aviso prévio.,Cartão de Crédito,Em análise,Outros
REC-2026-00269,2026-09-15,Banco Central,"Banco Central, tô vindo aqui reclamar de um empréstimo que peguei. Os juro que o banco me cobrou tá um absurdo, me falaro uma coisa e agora na hora de pagar tá outro valor, bem mais alto. Me senti passado pra trás, tá osso demais conseguir pagar desse jeito. Cês precisa dar um jeito nisso aí, né?",Empréstimo,Aberta,Produto/Serviço
REC-2026-00270,2026-10-23,Banco Central,"Exijo a imediata cessação da cobrança indevida em conta corrente, sob pena de acionamento rigoroso deste Banco Central para apuração de conduta e aplicação das sanções cabíveis.",Conta Corrente,Aberta,Cobrança Indevida
REC-2026-00271,2026-07-31,Banco Central,"Este comunicado formaliza minha reclamação contra o Banco Ômega S.A., CNPJ 00.123.456/0001-78, acerca de uma série de falhas inaceitáveis no serviço de cartão de crédito que me é ofertado, especialmente considerando meu histórico e o vultoso volume de operações e investimentos que mantenho junto à instituição há mais de uma década.

Em 15 de abril de 2024, fui abordado pelo meu gerente de relacionamento, Sr. Ricardo Mendes, que propôs a migração para o cartão de crédito Ômega Black Exclusive. A justificativa apresentada foi o alinhamento dos benefícios e limites às minhas necessidades e à minha carteira de investimentos, que, como é de conhecimento do Banco, alcança cifras substanciais. Foi expressamente garantido um limite de crédito de R$ 500.000,00, justificado pela minha capacidade financeira amplamente comprovada e pela política de relacionamento para clientes de alta renda do Banco Ômega. O cartão foi emitido e ativado, e a informação do limite prometido foi reiterada por e-mail e em conversas telefônicas.

Contudo, para minha profunda indignação e constrangimento, ao tentar utilizar o referido cartão em 28 de abril de 2024 para uma transação de R$ 35.000,00 em um estabelecimento de alto padrão em São Paulo, fui publicamente humilhado com a recusa da operação. A alegação era de um limite de crédito disponível de apenas R$ 15.000,00, valor este irrisório e absolutamente incompatível com o que me foi prometido e documentado, e muito menos com o meu perfil de consumo e financeiro.

Imediatamente após o incidente, contatei a central de atendimento do Banco Ômega S.A. Para minha surpresa e profundo desapontamento, os atendentes demonstraram total desconhecimento sobre as políticas de clientes VIP e foram incapazes de resolver a questão. Fui transferido múltiplas vezes entre departamentos, obrigado a repetir minha história e a expor dados sensíveis a uma sequência de indivíduos que claramente não possuíam a autoridade ou o preparo para lidar com uma situação tão específica e delicada. Meu gerente de relacionamento, Sr. Ricardo Mendes, embora ciente da promessa e do meu descontentamento, aduziu ""problemas sistêmicos"" e a ""necessidade de reanálise"" como justificativas para a não implementação do limite acordado, o que considero uma desculpa esfarrapada para a ineficiência interna e a completa falta de coordenação entre os setores do Banco. Foram gastos horas do meu tempo valioso em ligações infrutíferas e discussões que deveriam ser desnecessárias.

A situação gerou um constrangimento incalculável e uma perda de tempo irrecuperável. Como cliente que representa uma parcela significativa da base de ativos do Banco Ômega S.A., espero e exijo um nível de serviço condizente com minha contribuição e meu status. Minha agenda é extremamente restrita, e a perda de horas preciosas em contatos infrutíferos com um suporte técnico despreparado é simplesmente inaceitável. A falha não se restringe a um mero inconveniente; ela representa uma quebra de confiança fundamental e uma demonstração flagrante da incapacidade do Banco em honrar seus compromissos com seus clientes mais valiosos. É evidente a desorganização interna e a ausência de processos eficientes para o tratamento de contas de alta prioridade. Um cliente com o meu perfil não pode ser submetido a tamanha negligência e amadorismo.

Exijo que o Banco Central do Brasil tome as medidas cabíveis para investigar a conduta do Banco Ômega S.A. e assegure que tal nível de desrespeito e ineficiência não se repita. Solicito uma apuração rigorosa sobre as práticas de venda e pós-venda de produtos de crédito para clientes de alta renda, bem como a fiscalização dos procedimentos internos de atendimento e resolução de problemas que afetam diretamente a experiência de clientes de alto valor. Aguardo uma resolução célere e eficaz para esta grave questão.",Cartão de Crédito,Em análise,Produto/Serviço
REC-2026-00272,2026-12-14,Redes Sociais,"PQP, galera! Que brincadeira de mau gosto é essa, hein? 😡

Acabei de abrir o aplicativo aqui, sabe, só pra ver se tinha caído um PIX que eu tava esperando, e o que eu encontro? Uma TARIFA DE MANUTENÇÃO. Do nada! Tipo, como assim, mano? Desde quando minha conta que eu abri pra não ter taxa virou festa de cobrança?

Eu juro por tudo que é mais sagrado que quando eu abri essa conta, anos atrás, foi prometido que seria uma conta digital, sem frescura, sem taxa, justamente pra quem não tem tempo e paciência pra ficar indo em agência. O pitch de vocês era ""liberdade financeira"", ""praticidade"", e agora, o que eu vejo? Uma cobrança de quase DEZ REAIS por ""manutenção de conta"". Manutenção de quê, caramba? Da minha paciência, que tá ZERO agora?

Minha conta mal uso, é tipo pra receber uns trocados de freela e fazer uns PIX. Não sou mega investidor, não tenho milhões girando, é só uma conta pra sobreviver na vida adulta. E aí do nada aparece essa surpresa. É que nem o ex que aparece do nada pra te cobrar um lanche de anos atrás. Totalmente sem noção.

Eu pago por um serviço que não uso? Sério? Qual é a lógica disso? Vocês estão cobrando pra manter o quê? Os pixels do meu saldo lá parados? Ah, mas que serviço impecável, viu? Me cobram pra eu TER uma conta. Parece piada, mas não é. É a realidade brasileira sendo ainda mais real.

Eu já fui tentar fuçar no app pra ver se achava alguma explicação, mas claro, né? As coisas boas são fáceis de achar, as ruins ficam escondidas em letras miúdas ou então nem tem explicação. Fiquei mais perdido que cego em tiroteio. É muita falta de transparência, pra não dizer outra coisa.

Pelo amor de Deus, ou seja lá quem for que cuida disso, dá pra vocês darem uma olhada? Eu quero meu dinheiro de volta, óbvio. E quero uma explicação CLARA. Não venham com papo de ""você aceitou os termos e condições na página 37, parágrafo 4, alínea B"", porque eu lembro perfeitamente que essa conta era pra ser isenta. Ou mudaram as regras e não avisaram, ou é falha de sistema, ou é golpe mesmo. Tô começando a achar que é a terceira opção.

É foda, a gente confia numa instituição, bota o dinheiro, por mais pouco que seja, e aí toma uma rasteira dessas. E ainda tenho que vir aqui nas redes sociais pra ver se alguém me ouve, porque ligar pra central de atendimento é pedir pra perder a tarde inteira numa musiquinha irritante. Menos mal que ainda tenho dados pra reclamar, né? Pelo menos por enquanto não me cobraram por isso também. kkkkkk (risada de desespero).

Então, é isso. Quero uma solução URGENTE. E quero meu PIX de volta, porque esses 9,90 fazem diferença pra mim, tá? Não é trocado pra eu deixar pra vocês de gorjeta por esse ""excelente"" serviço. Tô no aguardo. E sem enrolação, por favor. A gente já tem muito BO pra resolver na vida pra ter que se preocupar com isso também.

Ass. Um cliente BEM revoltado. (Podem me chamar de Léo, se quiserem)",Conta Corrente,Resolvida,Cobrança Indevida
